<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2015.01.26	04:00:00	1295.96	1296.34	1294.91	1295.71	3257	1806100	42
2015.01.26	05:00:00	1295.75	1296.18	1292.92	1294.49	3009	1623350	45
2015.01.26	06:00:00	1294.48	1294.92	1292.71	1293.96	2422	1400025	46
2015.01.26	07:00:00	1293.96	1294.92	1292.07	1292.15	3004	1748200	48
2015.01.26	08:00:00	1292.14	1293.10	1290.70	1292.89	4300	2212596	46
2015.01.26	09:00:00	1292.90	1293.71	1286.77	1288.80	3625	1863486	43
2015.01.26	10:00:00	1288.83	1289.34	1281.23	1282.55	6117	3249449	49
2015.01.26	11:00:00	1282.63	1284.79	1280.12	1283.28	5326	3010153	49
2015.01.26	12:00:00	1283.28	1285.66	1281.99	1283.00	2756	1968029	45
2015.01.26	13:00:00	1282.93	1283.44	1277.13	1277.35	3825	2300976	42
2015.01.26	14:00:00	1277.31	1284.29	1275.71	1284.03	5308	3026319	47
2015.01.26	15:00:00	1284.02	1287.39	1281.23	1285.84	8083	5724441	50
2015.01.26	16:00:00	1285.76	1286.93	1280.33	1281.44	7357	6642140	45
2015.01.26	17:00:00	1281.44	1281.73	1275.88	1279.27	9599	5170716	48
2015.01.26	18:00:00	1279.32	1279.95	1277.44	1278.91	5221	2597339	42
2015.01.26	19:00:00	1278.93	1281.67	1278.60	1280.90	1042	342025	36
2015.01.26	20:00:00	1280.87	1280.98	1278.15	1279.41	2730	557300	32
2015.01.26	21:00:00	1279.46	1281.58	1279.13	1281.14	1754	359600	30
2015.01.26	22:00:00	1281.11	1281.24	1278.99	1280.23	3016	1443528	37
2015.01.26	23:00:00	1280.21	1281.32	1279.65	1281.22	995	489650	51
2015.01.27	01:00:00	1280.55	1282.26	1279.02	1279.88	778	157500	35
2015.01.27	02:00:00	1279.85	1280.24	1272.07	1275.22	3561	1645724	31
2015.01.27	03:00:00	1275.26	1278.10	1274.82	1276.15	4686	2357507	51
2015.01.27	04:00:00	1276.14	1278.62	1275.63	1278.12	4342	2268099	49
2015.01.27	05:00:00	1278.07	1279.72	1277.31	1277.57	2313	1196540	45
2015.01.27	06:00:00	1277.59	1278.03	1276.88	1277.53	1525	776850	51
2015.01.27	07:00:00	1277.48	1279.01	1276.94	1278.37	2075	1180100	43
2015.01.27	08:00:00	1278.37	1282.88	1278.37	1282.56	3680	1980280	50
2015.01.27	09:00:00	1282.55	1283.75	1279.50	1279.59	3361	1666279	46
2015.01.27	10:00:00	1279.56	1281.91	1277.26	1281.88	4459	2520522	47
2015.01.27	11:00:00	1281.88	1282.67	1280.18	1282.51	3681	2570589	49
2015.01.27	12:00:00	1282.56	1283.00	1278.95	1279.87	3168	2185730	49
2015.01.27	13:00:00	1279.93	1281.74	1279.82	1280.31	2418	1886749	49
2015.01.27	14:00:00	1280.28	1283.30	1279.11	1283.04	3522	1937140	47
2015.01.27	15:00:00	1283.03	1288.30	1279.81	1287.12	9421	5876644	49
2015.01.27	16:00:00	1287.27	1291.10	1284.96	1289.72	9051	7050947	51
2015.01.27	17:00:00	1289.84	1297.42	1287.57	1294.32	9134	7128491	51
2015.01.27	18:00:00	1294.23	1295.51	1292.16	1292.91	5327	4146739	49
2015.01.27	19:00:00	1292.90	1293.47	1289.53	1290.25	4689	2532620	45
2015.01.27	20:00:00	1290.25	1293.69	1289.99	1293.14	5012	2448373	47
2015.01.27	21:00:00	1293.18	1293.98	1292.48	1293.87	3504	1675345	35
2015.01.27	22:00:00	1293.76	1296.07	1292.79	1294.66	4844	2441715	50
2015.01.27	23:00:00	1294.71	1295.06	1291.63	1292.25	797	563089	36
2015.01.28	01:00:00	1292.29	1293.39	1291.79	1293.25	549	329300	53
2015.01.28	02:00:00	1293.27	1293.80	1291.80	1292.02	1423	658374	31
2015.01.28	03:00:00	1292.06	1292.06	1289.60	1289.85	3497	2172448	47
2015.01.28	04:00:00	1289.83	1291.69	1289.25	1290.54	3303	1874278	45
2015.01.28	05:00:00	1290.55	1291.15	1289.00	1289.30	2529	1388690	46
2015.01.28	06:00:00	1289.30	1290.06	1288.45	1289.75	2115	1067899	47
2015.01.28	07:00:00	1289.77	1291.94	1289.38	1291.36	2676	1975740	47
2015.01.28	08:00:00	1291.34	1292.06	1288.73	1288.97	2733	1635105	45
2015.01.28	09:00:00	1288.97	1289.59	1285.87	1287.92	3613	1845912	44
2015.01.28	10:00:00	1287.82	1289.47	1287.01	1288.19	2446	1168164	41
2015.01.28	11:00:00	1288.23	1289.47	1286.93	1287.81	2697	1550135	47
2015.01.28	12:00:00	1287.75	1288.90	1286.33	1288.44	2630	1010350	36
2015.01.28	13:00:00	1288.42	1291.75	1288.36	1289.67	2487	1032660	40
2015.01.28	14:00:00	1289.60	1292.57	1289.60	1290.20	1873	769248	42
2015.01.28	15:00:00	1290.18	1292.90	1285.04	1286.68	5425	2556947	46
2015.01.28	16:00:00	1286.64	1287.58	1283.21	1285.30	7679	3652869	41
2015.01.28	17:00:00	1285.29	1288.85	1284.44	1288.09	6841	3449311	34
2015.01.28	18:00:00	1288.05	1288.25	1285.26	1286.24	4027	2800469	37
2015.01.28	19:00:00	1286.22	1287.64	1285.39	1287.34	4052	2263567	45
2015.01.28	20:00:00	1287.34	1289.31	1285.75	1286.09	4095	2213393	42
2015.01.28	21:00:00	1286.18	1289.41	1279.57	1285.19	9018	4559569	47
2015.01.28	22:00:00	1285.23	1286.61	1282.95	1284.83	4231	2177617	52
2015.01.28	23:00:00	1284.82	1285.71	1284.65	1284.72	718	363699	49
2015.01.29	01:00:00	1284.66	1284.83	1282.80	1284.75	691	395250	59
2015.01.29	02:00:00	1284.79	1285.66	1284.30	1285.19	1057	536400	45
2015.01.29	03:00:00	1285.16	1285.75	1278.47	1279.15	3539	1409622	41
2015.01.29	04:00:00	1279.10	1281.35	1277.98	1281.10	2047	739699	46
2015.01.29	05:00:00	1281.04	1281.97	1280.67	1281.14	2222	919330	43
2015.01.29	06:00:00	1281.24	1284.98	1281.09	1282.22	4107	1223349	46
2015.01.29	07:00:00	1282.22	1283.11	1279.77	1282.55	3681	1138650	44
2015.01.29	08:00:00	1282.59	1283.41	1281.07	1282.18	3237	997740	48
2015.01.29	09:00:00	1282.20	1282.37	1277.37	1281.35	4495	1920643	47
2015.01.29	10:00:00	1281.35	1281.35	1276.69	1279.79	3192	1192812	42
2015.01.29	11:00:00	1279.89	1280.30	1271.81	1275.55	5789	2282132	38
2015.01.29	12:00:00	1275.55	1277.20	1274.53	1275.43	2904	1254965	41
2015.01.29	13:00:00	1275.70	1276.82	1263.61	1268.70	4793	2583803	36
2015.01.29	14:00:00	1268.71	1271.31	1267.24	1268.07	4025	1869851	44
2015.01.29	15:00:00	1268.08	1274.04	1266.24	1271.50	6746	2946954	46
2015.01.29	16:00:00	1271.51	1272.61	1267.32	1272.09	6622	2562911	44
2015.01.29	17:00:00	1272.24	1272.71	1262.39	1264.21	9441	3383427	47
2015.01.29	18:00:00	1264.22	1265.50	1256.60	1258.84	9910	3479602	47
2015.01.29	19:00:00	1258.85	1258.93	1252.00	1256.80	7159	3149620	49
2015.01.29	20:00:00	1256.88	1257.94	1251.88	1257.57	4108	2146390	43
2015.01.29	21:00:00	1257.57	1258.62	1255.38	1256.10	1883	943478	42
2015.01.29	22:00:00	1256.29	1258.45	1254.67	1256.68	2338	1236573	41
2015.01.29	23:00:00	1256.67	1258.29	1256.01	1257.30	1048	520950	56
2015.01.30	01:00:00	1258.23	1260.78	1257.94	1260.56	889	433677	54
2015.01.30	02:00:00	1260.66	1261.74	1259.63	1259.77	1368	678691	54
2015.01.30	03:00:00	1259.70	1260.41	1256.95	1260.16	2392	1125582	50
2015.01.30	04:00:00	1260.15	1261.09	1258.32	1258.62	1513	232598	37
2015.01.30	05:00:00	1258.67	1261.42	1258.62	1260.32	1622	564450	43
2015.01.30	06:00:00	1260.37	1261.44	1260.13	1260.29	921	282500	46
2015.01.30	07:00:00	1260.39	1261.59	1260.06	1260.69	1531	494830	41
2015.01.30	08:00:00	1260.80	1261.19	1258.73	1260.84	2271	954700	42
2015.01.30	09:00:00	1260.71	1263.84	1260.39	1261.94	2474	1159704	43
2015.01.30	10:00:00	1261.98	1263.44	1260.57	1263.22	2152	638471	39
2015.01.30	11:00:00	1263.22	1266.01	1263.04	1264.52	2585	1242206	41
2015.01.30	12:00:00	1264.52	1265.32	1262.74	1265.10	2444	652050	45
2015.01.30	13:00:00	1265.09	1265.42	1261.59	1262.78	2072	847550	42
2015.01.30	14:00:00	1262.74	1264.19	1262.20	1263.27	1777	633190	43
2015.01.30	15:00:00	1263.28	1266.53	1258.24	1263.37	8676	3568563	45
2015.01.30	16:00:00	1263.38	1264.55	1258.63	1260.18	6865	2601370	40
2015.01.30	17:00:00	1260.26	1273.66	1259.94	1273.63	9393	3839604	48
2015.01.30	18:00:00	1273.63	1277.75	1270.61	1272.99	8220	3159847	50
2015.01.30	19:00:00	1272.99	1277.62	1272.80	1275.33	3828	1883656	49
2015.01.30	20:00:00	1275.38	1278.86	1274.53	1276.51	3546	3097151	50
2015.01.30	21:00:00	1276.51	1282.67	1276.51	1282.16	3874	2700560	37
2015.01.30	22:00:00	1282.21	1284.56	1280.33	1284.25	2809	2261853	50
2015.01.30	23:00:00	1284.23	1284.63	1282.86	1283.56	805	624670	59
2015.02.02	01:00:00	1280.42	1282.55	1279.34	1280.62	1198	633948	53
2015.02.02	02:00:00	1280.59	1281.79	1279.89	1280.63	1013	299680	42
2015.02.02	03:00:00	1280.64	1283.27	1279.44	1279.54	4904	734600	47
2015.02.02	04:00:00	1279.55	1280.84	1278.62	1278.92	3371	1092250	38
2015.02.02	05:00:00	1278.97	1280.64	1278.49	1279.62	2476	666850	42
2015.02.02	06:00:00	1279.61	1280.53	1279.59	1280.39	2021	401800	41
2015.02.02	07:00:00	1280.38	1281.37	1279.88	1280.12	1608	629379	39
2015.02.02	08:00:00	1280.07	1280.77	1278.59	1279.51	2390	1063038	43
2015.02.02	09:00:00	1279.43	1280.12	1278.50	1280.09	1620	768865	41
2015.02.02	10:00:00	1280.07	1280.27	1275.38	1276.37	2899	1120565	45
2015.02.02	11:00:00	1276.37	1276.88	1273.51	1274.76	2563	1097403	42
2015.02.02	12:00:00	1274.76	1276.44	1273.65	1275.98	2324	854460	44
2015.02.02	13:00:00	1275.98	1278.82	1274.78	1275.99	2836	934120	39
2015.02.02	14:00:00	1275.93	1277.08	1271.19	1272.70	2390	1090095	44
2015.02.02	15:00:00	1272.70	1274.39	1270.64	1271.44	5786	2488113	47
2015.02.02	16:00:00	1271.38	1273.02	1266.30	1271.36	8692	4842515	47
2015.02.02	17:00:00	1271.77	1275.87	1270.14	1272.83	9276	4502395	47
2015.02.02	18:00:00	1272.88	1274.61	1270.64	1274.21	5163	2721670	49
2015.02.02	19:00:00	1274.16	1278.64	1274.08	1277.64	4851	2451938	47
2015.02.02	20:00:00	1277.66	1282.12	1275.92	1279.70	4137	2113344	47
2015.02.02	21:00:00	1279.72	1280.30	1278.08	1280.07	2033	1154766	45
2015.02.02	22:00:00	1280.08	1281.01	1272.99	1274.58	3519	1864919	45
2015.02.02	23:00:00	1274.58	1275.38	1274.21	1274.98	885	437300	54
2015.02.03	01:00:00	1274.76	1275.27	1274.20	1274.50	691	361800	51
2015.02.03	02:00:00	1274.51	1274.79	1273.06	1274.01	2017	882200	40
2015.02.03	03:00:00	1273.97	1275.61	1271.95	1275.15	3754	1888174	47
2015.02.03	04:00:00	1275.16	1275.23	1273.66	1274.88	2426	1453100	42
2015.02.03	05:00:00	1274.87	1275.21	1273.46	1273.46	2613	1556600	40
2015.02.03	06:00:00	1273.41	1274.74	1272.89	1273.91	3523	2165250	44
2015.02.03	07:00:00	1273.84	1276.25	1273.42	1275.75	3339	1782300	42
2015.02.03	08:00:00	1275.75	1280.77	1275.75	1279.19	4390	2585618	44
2015.02.03	09:00:00	1279.21	1285.55	1278.76	1282.95	4072	2079648	42
2015.02.03	10:00:00	1282.99	1284.79	1281.23	1283.04	5402	2707736	55
2015.02.03	11:00:00	1283.10	1284.90	1280.21	1280.77	4701	2270059	51
2015.02.03	12:00:00	1280.82	1283.30	1280.20	1281.15	2468	2196663	48
2015.02.03	13:00:00	1281.16	1282.58	1278.96	1280.16	3537	1767344	46
2015.02.03	14:00:00	1280.15	1280.47	1269.73	1271.18	6197	2010504	52
2015.02.03	15:00:00	1271.20	1272.68	1263.31	1265.30	10448	4208822	52
2015.02.03	16:00:00	1265.39	1269.60	1261.85	1264.67	10292	4182109	48
2015.02.03	17:00:00	1264.71	1265.70	1256.85	1258.48	9255	2710749	50
2015.02.03	18:00:00	1258.59	1262.44	1255.38	1261.84	8035	2504257	49
2015.02.03	19:00:00	1261.89	1261.89	1257.62	1259.08	4690	2249849	45
2015.02.03	20:00:00	1259.04	1267.66	1258.20	1264.59	5999	2973990	46
2015.02.03	21:00:00	1264.52	1265.75	1261.81	1263.02	3567	1714227	51
2015.02.03	22:00:00	1263.00	1263.55	1259.30	1260.66	3252	1609235	51
2015.02.03	23:00:00	1260.64	1261.38	1259.41	1259.87	922	468595	51
2015.02.04	01:00:00	1261.74	1262.84	1261.00	1261.31	979	523044	51
2015.02.04	02:00:00	1261.25	1262.34	1258.29	1258.73	2822	1243350	47
2015.02.04	03:00:00	1258.69	1261.56	1256.54	1260.89	6717	3223439	48
2015.02.04	04:00:00	1260.90	1262.88	1260.31	1261.79	3095	1568792	34
2015.02.04	05:00:00	1261.83	1263.15	1260.59	1262.61	2041	1161284	47
2015.02.04	06:00:00	1262.61	1264.42	1262.15	1263.76	2202	1029678	47
2015.02.04	07:00:00	1263.76	1264.55	1262.33	1262.63	3526	1672579	49
2015.02.04	08:00:00	1262.63	1265.56	1262.44	1264.92	3274	1402000	41
2015.02.04	09:00:00	1264.92	1266.97	1262.77	1264.45	3380	1706987	46
2015.02.04	10:00:00	1264.48	1265.70	1263.12	1264.94	3150	2225240	45
2015.02.04	11:00:00	1264.94	1266.45	1262.76	1264.62	2544	1521888	45
2015.02.04	12:00:00	1264.59	1271.35	1263.35	1268.70	4536	2187143	46
2015.02.04	13:00:00	1268.70	1269.32	1265.62	1266.40	2878	1889917	46
2015.02.04	14:00:00	1266.40	1269.27	1264.91	1269.16	3172	1683060	48
2015.02.04	15:00:00	1269.16	1270.24	1266.11	1266.84	9075	4420302	47
2015.02.04	16:00:00	1266.76	1269.11	1265.39	1268.89	6433	3255830	42
2015.02.04	17:00:00	1268.70	1272.33	1259.36	1261.90	10578	4586217	44
2015.02.04	18:00:00	1261.93	1266.44	1260.96	1263.68	6130	2212132	47
2015.02.04	19:00:00	1263.65	1265.09	1261.76	1262.83	2244	1238497	46
2015.02.04	20:00:00	1262.79	1264.67	1262.07	1264.41	1780	987400	48
2015.02.04	21:00:00	1264.41	1265.80	1264.00	1265.50	1493	748885	50
2015.02.04	22:00:00	1265.58	1267.27	1263.48	1265.48	2729	1176204	49
2015.02.04	23:00:00	1265.49	1271.59	1263.73	1269.31	2503	1208246	55
2015.02.05	01:00:00	1270.01	1273.82	1269.67	1272.28	1695	924360	57
2015.02.05	02:00:00	1272.35	1273.15	1271.60	1273.10	1871	758240	42
2015.02.05	03:00:00	1273.06	1273.58	1270.53	1271.85	5476	2708447	47
2015.02.05	04:00:00	1271.89	1273.42	1271.46	1272.22	2968	1615135	44
2015.02.05	05:00:00	1272.21	1273.01	1270.79	1271.42	2971	1429600	43
2015.02.05	06:00:00	1271.38	1271.89	1271.10	1271.44	1743	937100	43
2015.02.05	07:00:00	1271.44	1273.22	1270.74	1271.86	3101	1708138	41
2015.02.05	08:00:00	1271.92	1273.24	1269.51	1269.90	3017	1494401	41
2015.02.05	09:00:00	1269.85	1271.02	1267.88	1268.61	3937	1936212	46
2015.02.05	10:00:00	1268.61	1268.70	1265.18	1266.35	4601	2125763	39
2015.02.05	11:00:00	1266.33	1266.88	1264.46	1266.29	2739	1423717	44
2015.02.05	12:00:00	1266.20	1267.79	1260.22	1260.53	4171	2255483	46
2015.02.05	13:00:00	1260.53	1261.82	1258.71	1260.83	4031	1930194	48
2015.02.05	14:00:00	1260.80	1263.71	1260.22	1261.68	4003	1816293	49
2015.02.05	15:00:00	1261.70	1265.46	1260.95	1262.43	8374	3376275	50
2015.02.05	16:00:00	1262.37	1263.08	1257.55	1259.11	8336	4103224	49
2015.02.05	17:00:00	1259.12	1263.09	1258.30	1260.77	7286	2928362	49
2015.02.05	18:00:00	1260.80	1263.51	1256.18	1261.97	6711	3332678	47
2015.02.05	19:00:00	1261.95	1263.22	1261.16	1262.41	3525	1874467	45
2015.02.05	20:00:00	1262.43	1264.53	1261.72	1264.36	4110	2146570	47
2015.02.05	21:00:00	1264.39	1266.41	1263.35	1265.17	2624	1395976	45
2015.02.05	22:00:00	1265.19	1268.08	1264.37	1267.87	2438	1243238	49
2015.02.05	23:00:00	1267.93	1267.93	1264.35	1264.52	804	405280	51
2015.02.06	01:00:00	1266.87	1267.13	1265.03	1265.24	662	387945	51
2015.02.06	02:00:00	1265.22	1265.61	1263.78	1264.62	2233	1128505	48
2015.02.06	03:00:00	1264.61	1265.64	1262.16	1265.63	4300	1974740	47
2015.02.06	04:00:00	1265.65	1266.49	1265.28	1265.92	2033	921945	41
2015.02.06	05:00:00	1265.97	1266.40	1265.66	1266.28	2243	634700	43
2015.02.06	06:00:00	1266.32	1266.98	1265.64	1265.75	1707	843880	48
2015.02.06	07:00:00	1265.74	1268.62	1265.74	1268.35	3837	2049384	42
2015.02.06	08:00:00	1268.34	1268.46	1267.11	1267.85	2416	1605330	49
2015.02.06	09:00:00	1267.85	1268.42	1266.35	1267.92	1998	1132940	46
2015.02.06	10:00:00	1267.98	1268.01	1264.98	1267.18	2988	1445424	45
2015.02.06	11:00:00	1267.20	1267.66	1265.85	1266.53	1602	1202290	46
2015.02.06	12:00:00	1266.56	1266.70	1263.77	1264.73	2010	1087699	43
2015.02.06	13:00:00	1264.73	1265.27	1263.71	1264.37	1124	451400	45
2015.02.06	14:00:00	1264.32	1265.38	1262.47	1264.71	2969	1513208	40
2015.02.06	15:00:00	1264.74	1266.68	1245.13	1246.57	12431	6767054	47
2015.02.06	16:00:00	1246.55	1246.55	1237.46	1242.28	14178	5775484	51
2015.02.06	17:00:00	1242.18	1242.18	1233.23	1233.78	11740	4938081	53
2015.02.06	18:00:00	1233.79	1235.02	1228.21	1231.94	9588	4383919	44
2015.02.06	19:00:00	1231.93	1233.13	1230.79	1232.14	5308	2845344	41
2015.02.06	20:00:00	1232.13	1236.16	1231.62	1234.63	4221	2341492	45
2015.02.06	21:00:00	1234.63	1235.61	1233.15	1234.32	2104	1360273	45
2015.02.06	22:00:00	1234.38	1237.42	1234.34	1235.32	3059	1592187	45
2015.02.06	23:00:00	1235.36	1235.68	1231.90	1233.12	886	462784	63
2015.02.09	01:00:00	1237.11	1238.78	1236.79	1237.86	600	124700	34
2015.02.09	02:00:00	1237.92	1237.96	1235.04	1237.31	1762	357700	31
2015.02.09	03:00:00	1237.28	1239.18	1235.78	1238.72	3170	642100	30
2015.02.09	04:00:00	1238.76	1239.25	1237.90	1238.32	1650	332800	29
2015.02.09	05:00:00	1238.27	1238.46	1236.21	1237.29	1391	279300	29
2015.02.09	06:00:00	1237.21	1237.44	1236.61	1237.33	646	129700	27
2015.02.09	07:00:00	1237.38	1238.36	1236.18	1238.24	1149	233500	29
2015.02.09	08:00:00	1238.28	1239.97	1237.77	1239.64	1479	299700	33
2015.02.09	09:00:00	1239.68	1240.67	1238.48	1240.04	1982	401000	28
2015.02.09	10:00:00	1240.06	1242.63	1239.01	1239.84	2907	592250	30
2015.02.09	11:00:00	1239.86	1242.51	1239.62	1242.17	2462	501400	30
2015.02.09	12:00:00	1242.22	1243.65	1240.81	1241.25	2717	552600	28
2015.02.09	13:00:00	1241.29	1242.22	1240.43	1241.14	1732	352200	28
2015.02.09	14:00:00	1241.19	1241.23	1237.54	1239.02	3058	622900	29
2015.02.09	15:00:00	1239.07	1240.84	1236.04	1236.31	5854	1184400	33
2015.02.09	16:00:00	1236.27	1239.15	1236.13	1238.97	6824	1379000	32
2015.02.09	17:00:00	1239.00	1243.13	1238.22	1240.98	6915	1397900	32
2015.02.09	18:00:00	1240.96	1241.63	1239.19	1239.57	3019	613700	30
2015.02.09	19:00:00	1239.53	1240.40	1238.14	1239.91	2440	494300	30
2015.02.09	20:00:00	1239.87	1241.90	1239.74	1241.87	1535	310700	28
2015.02.09	21:00:00	1241.83	1242.12	1241.05	1241.06	782	158300	31
2015.02.09	22:00:00	1241.10	1242.26	1240.50	1240.73	892	181500	26
2015.02.09	23:00:00	1240.69	1240.73	1239.17	1239.27	551	112200	41
2015.02.10	01:00:00	1238.60	1239.09	1238.19	1238.66	353	71600	34
2015.02.10	02:00:00	1238.71	1239.77	1238.47	1239.68	649	131800	25
2015.02.10	03:00:00	1239.71	1242.00	1239.55	1241.39	1800	366200	30
2015.02.10	04:00:00	1241.43	1245.23	1240.74	1243.36	2316	470300	28
2015.02.10	05:00:00	1243.32	1244.07	1242.64	1242.96	995	202200	25
2015.02.10	06:00:00	1242.91	1243.04	1242.22	1242.42	903	183400	28
2015.02.10	07:00:00	1242.46	1245.02	1242.22	1244.69	1341	272700	25
2015.02.10	08:00:00	1244.73	1245.82	1244.08	1244.09	1543	312500	28
2015.02.10	09:00:00	1244.17	1244.99	1242.43	1242.81	1734	353300	30
2015.02.10	10:00:00	1242.77	1243.96	1240.20	1240.72	2748	559900	31
2015.02.10	11:00:00	1240.82	1241.16	1238.61	1239.47	2225	454200	29
2015.02.10	12:00:00	1239.42	1239.42	1236.71	1238.02	2965	603800	32
2015.02.10	13:00:00	1237.99	1238.61	1235.11	1236.78	2458	502500	29
2015.02.10	14:00:00	1236.81	1239.86	1233.42	1238.66	5555	1129330	29
2015.02.10	15:00:00	1238.66	1239.91	1235.53	1237.51	6499	1319500	33
2015.02.10	16:00:00	1237.57	1237.72	1232.24	1234.83	6892	1400770	29
2015.02.10	17:00:00	1234.78	1239.82	1232.62	1237.77	8784	1783000	32
2015.02.10	18:00:00	1237.73	1237.96	1235.16	1236.27	4845	985700	30
2015.02.10	19:00:00	1236.33	1237.23	1232.46	1233.49	3688	751300	32
2015.02.10	20:00:00	1233.53	1234.84	1230.84	1232.24	3623	737700	32
2015.02.10	21:00:00	1232.27	1235.31	1231.78	1234.43	1400	284600	31
2015.02.10	22:00:00	1234.40	1234.77	1233.08	1233.77	1119	228600	31
2015.02.10	23:00:00	1233.73	1234.64	1233.22	1233.22	745	151100	41
2015.02.11	01:00:00	1234.04	1234.37	1233.30	1233.50	293	65100	33
2015.02.11	02:00:00	1233.46	1236.23	1233.34	1234.80	689	138600	28
2015.02.11	03:00:00	1234.76	1237.82	1234.74	1237.31	1808	364100	31
2015.02.11	04:00:00	1237.35	1238.07	1237.15	1237.62	1415	249550	30
2015.02.11	05:00:00	1237.62	1237.73	1236.39	1236.39	2185	727390	35
2015.02.11	06:00:00	1236.42	1237.52	1235.88	1237.47	1187	526999	47
2015.02.11	07:00:00	1237.58	1238.42	1236.97	1238.38	1937	655897	42
2015.02.11	08:00:00	1238.39	1238.59	1237.11	1237.43	2373	833069	39
2015.02.11	09:00:00	1237.43	1238.47	1236.50	1237.83	2074	1057152	43
2015.02.11	10:00:00	1237.83	1237.93	1235.27	1237.35	2124	942742	44
2015.02.11	11:00:00	1237.46	1238.00	1236.54	1237.18	1385	859400	45
2015.02.11	12:00:00	1237.16	1237.78	1232.91	1233.94	2827	1152750	45
2015.02.11	13:00:00	1233.91	1235.28	1232.90	1235.13	2082	1133801	45
2015.02.11	14:00:00	1235.09	1237.98	1234.69	1236.42	2467	1162535	45
2015.02.11	15:00:00	1236.45	1237.02	1232.11	1234.13	5035	1790400	47
2015.02.11	16:00:00	1234.29	1235.31	1223.24	1224.63	6926	2688422	43
2015.02.11	17:00:00	1224.67	1225.41	1221.17	1222.70	8506	3237267	48
2015.02.11	18:00:00	1222.71	1225.21	1220.84	1223.90	4241	2035156	42
2015.02.11	19:00:00	1223.90	1224.53	1221.69	1223.00	3172	1855011	44
2015.02.11	20:00:00	1223.00	1223.19	1218.39	1220.14	5408	2824205	48
2015.02.11	21:00:00	1220.11	1221.50	1219.25	1220.47	2548	1278697	49
2015.02.11	22:00:00	1220.40	1221.77	1219.16	1219.29	1907	951933	51
2015.02.11	23:00:00	1219.25	1220.46	1216.41	1217.18	1127	564730	51
2015.02.12	01:00:00	1218.30	1220.54	1218.02	1220.42	979	484100	51
2015.02.12	02:00:00	1220.40	1221.63	1220.16	1220.91	1979	1091557	37
2015.02.12	03:00:00	1220.88	1223.94	1220.78	1222.20	3999	951326	31
2015.02.12	04:00:00	1222.20	1223.09	1220.63	1221.10	2139	464188	46
2015.02.12	05:00:00	1221.12	1221.41	1219.03	1220.06	1573	635600	36
2015.02.12	06:00:00	1220.06	1221.59	1219.76	1221.01	1643	532500	43
2015.02.12	07:00:00	1221.00	1222.13	1220.32	1222.13	2000	616096	40
2015.02.12	08:00:00	1222.13	1222.98	1221.47	1222.06	2399	1108402	43
2015.02.12	09:00:00	1221.99	1223.55	1221.79	1222.79	2296	1047070	38
2015.02.12	10:00:00	1222.75	1232.82	1221.58	1226.66	6588	3266589	46
2015.02.12	11:00:00	1226.75	1227.98	1222.48	1224.87	4647	2366145	43
2015.02.12	12:00:00	1225.00	1226.19	1222.75	1223.12	3059	1340688	46
2015.02.12	13:00:00	1223.22	1224.88	1222.82	1223.69	2274	1191109	46
2015.02.12	14:00:00	1223.66	1224.62	1221.38	1223.63	3061	1303850	46
2015.02.12	15:00:00	1223.67	1227.73	1222.66	1225.16	7006	2995385	46
2015.02.12	16:00:00	1225.22	1227.16	1223.36	1223.36	6287	2971522	47
2015.02.12	17:00:00	1223.36	1224.01	1219.91	1222.57	6231	2619922	47
2015.02.12	18:00:00	1222.57	1226.06	1222.39	1224.85	5602	2744963	45
2015.02.12	19:00:00	1224.79	1225.00	1219.60	1219.82	4069	2165314	45
2015.02.12	20:00:00	1219.86	1221.84	1219.41	1220.96	2561	1375128	45
2015.02.12	21:00:00	1220.91	1222.61	1220.66	1222.18	1572	806130	49
2015.02.12	22:00:00	1222.23	1223.47	1221.78	1221.86	1290	702288	46
2015.02.12	23:00:00	1221.89	1222.34	1221.23	1222.17	672	350598	50
2015.02.13	01:00:00	1223.45	1224.06	1223.04	1223.48	712	365200	51
2015.02.13	02:00:00	1223.41	1224.83	1223.17	1223.76	2257	1311748	31
2015.02.13	03:00:00	1223.77	1225.64	1222.71	1225.00	2938	1318600	31
2015.02.13	04:00:00	1224.99	1226.37	1224.69	1226.14	2184	830194	45
2015.02.13	05:00:00	1226.16	1228.74	1226.06	1228.19	2608	1237934	42
2015.02.13	06:00:00	1228.21	1228.62	1226.86	1227.78	3008	1379924	44
2015.02.13	07:00:00	1227.84	1230.50	1227.31	1229.54	3528	1820780	47
2015.02.13	08:00:00	1229.53	1231.06	1228.68	1230.33	3067	1169670	43
2015.02.13	09:00:00	1230.24	1230.90	1228.77	1228.84	2438	871170	37
2015.02.13	10:00:00	1228.82	1229.14	1226.06	1226.22	2544	1228693	40
2015.02.13	11:00:00	1226.15	1227.85	1225.92	1226.92	1400	673670	43
